Timestamp(ms),PlayerRotX,PlayerRotY,TargetRotX,TargetRotY,Fired,HitTarget
18838.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
18858.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
18868.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
18888.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
18913.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
18922.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
18939.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
18957.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
18968.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
18989.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19008.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19019.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19038.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19058.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19068.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19087.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19106.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19125.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19136.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19154.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19173.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19192.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19203.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19223.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19244.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19254.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19272.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19292.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19303.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19323.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19342.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19352.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19372.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19392.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19402.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19418.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19435.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19452.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19471.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19490.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19509.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19520.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19540.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19562.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19570.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19592.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19609.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19620.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19639.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19660.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19670.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19689.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19711.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19720.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19741.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19760.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19770.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19790.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19812.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19823.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19840.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19852.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19872.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19893.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19903.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19919.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19936.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19954.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19973.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
19993.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20003.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20022.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20035.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20054.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20073.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20094.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20104.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20122.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20144.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20152.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20172.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20192.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20203.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20222.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20240.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20251.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20271.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20290.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20312.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20321.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20342.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20351.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20372.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20391.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20409.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20427.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20435.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20452.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20470.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20490.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20510.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20520.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20540.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20552.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20570.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20589.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20609.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20620.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20639.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20659.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20670.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20689.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20710.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20720.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20739.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20759.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20771.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20790.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20810.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20820.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20839.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20859.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20869.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20889.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20909.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20918.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20936.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20953.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20969.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
20988.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21007.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21018.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21038.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21058.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21068.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21088.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21107.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21118.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21138.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21157.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21177.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21188.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21206.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21228.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21238.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21261.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21269.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21288.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21306.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21326.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21337.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21356.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21369.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21387.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21408.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21419.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21435.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21452.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21469.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21489.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21508.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21518.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21537.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21558.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21570.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21589.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21609.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21619.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21639.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21658.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21668.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21689.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21708.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21719.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21739.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21758.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21769.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21789.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21810.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21820.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21840.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21851.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21872.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21891.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21902.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21923.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21941.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21957.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21973.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
21992.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
22004.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
23652.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
23688.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
23689.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
23705.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
23717.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
23741.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
23751.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
23774.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
23784.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
23804.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
23813.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
23837.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
23856.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
23865.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
23888.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
23898.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
23920.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
23929.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
23960.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
23969.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
23986.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24005.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24014.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24036.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24054.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24064.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24087.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24106.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24115.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24137.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24147.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24168.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24187.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24196.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24218.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24239.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24249.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24269.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24288.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24297.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24319.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24338.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24347.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24368.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24388.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24399.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24419.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24441.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24456.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24464.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24482.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24499.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24519.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24539.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24547.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24568.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24590.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24599.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24621.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24631.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24653.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24673.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24682.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24703.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24723.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24732.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24755.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24764.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24784.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24803.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24814.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24833.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24853.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24865.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24882.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24903.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24925.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24934.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24963.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24973.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24981.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
24998.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
25019.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
25030.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
25048.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
25070.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
25090.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
25099.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
25122.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
25131.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
25153.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
25164.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26512.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26542.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26543.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26560.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26583.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26595.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26617.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26627.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26648.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26660.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26680.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26701.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26713.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26734.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26744.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26765.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26775.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26794.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26816.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26826.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26849.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26866.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26877.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26897.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26918.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26927.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26949.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26959.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26976.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
26993.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27010.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27028.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27048.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27070.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27080.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27099.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27110.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27129.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27151.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27162.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27182.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27204.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27213.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27233.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27243.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27264.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27275.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27294.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27316.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27326.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27347.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27364.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27376.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27397.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27416.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27428.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27448.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27459.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27484.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27494.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27510.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27531.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27550.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27561.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27583.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27592.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27614.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27633.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27644.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27665.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27675.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27696.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27715.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27727.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27746.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27765.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27776.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27796.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27817.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27828.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27848.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27866.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27877.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27898.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27909.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27929.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27950.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27961.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27988.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
27997.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28014.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28033.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28052.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28063.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28084.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28093.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28113.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28131.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28142.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28161.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28182.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28193.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28213.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28234.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28243.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28265.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28282.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28296.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28314.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28333.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28344.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28362.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28382.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28400.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
28412.0,-3.67453,79.326035,12.232038,80.948342,FALSE,NA,
