Timestamp(ms),PlayerRotX,PlayerRotY,TargetRotX,TargetRotY,Fired,HitTarget
1363.0,0.0,90.0,NA,NA,TRUE,FALSE
1375.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1388.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1399.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1424.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1436.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1460.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1474.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1485.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1509.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1521.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1530.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1555.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1566.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1591.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1601.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1624.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1635.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1646.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1671.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1681.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1706.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1715.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1740.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1751.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1764.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1786.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1811.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1822.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1832.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1858.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1870.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1880.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1905.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
1914.0,0.0,90.0,14.225689,61.976443,FALSE,NA,
